City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
249,mehran,33.1222,46.1646,285.25,43,8,3.52,IR,1675532317
250,sao joao da barra,-21.6403,-41.0511,306.2,76,13,4.96,BR,1675532318
251,sterling,39.0062,-77.4286,272.01,32,20,4.63,US,1675532137
252,faridkot,30.6667,74.75,286.71,51,0,2.03,IN,1675532318
253,saint-pierre,-21.3393,55.4781,299.97,74,0,5.14,RE,1675532319
254,calamar,10.2511,-74.9146,307.93,32,28,1.51,CO,1675532319
255,tutoia,-2.7619,-42.2744,302.01,71,63,6.25,BR,1675532319
256,severo-kurilsk,50.6789,156.125,269.74,72,100,3.35,RU,1675532223
257,pontal do parana,-25.6533,-48.5128,305.36,71,98,1.81,BR,1675532321
258,bambous virieux,-20.3428,57.7575,299.94,89,40,3.09,MU,1675532118
259,vila velha,-20.3297,-40.2925,306.12,68,20,7.72,BR,1675532260
260,derzhavinsk,51.1,66.3167,255.8,92,12,4.53,KZ,1675532322
261,mount isa,-20.7333,139.5,294.02,46,16,4.12,AU,1675532322
262,saint anthony,45.0205,-93.218,268.52,65,100,3.6,US,1675532245
263,hirara,24.8,125.2833,293.62,71,90,7.04,JP,1675532250
264,cap malheureux,-19.9842,57.6142,300.08,74,76,1.34,MU,1675532323
265,kodiak,57.79,-152.4072,265.88,93,0,3.09,US,1675532007
266,kardamaina,36.7814,27.1425,281.86,71,75,1.54,GR,1675532323
267,mayor pablo lagerenza,-19.9309,-60.7718,309.22,27,66,1.74,PY,1675532324
268,guapo,-16.8306,-49.5319,303.36,59,100,1.66,BR,1675532324
269,lavrentiya,65.5833,-171.0,246.82,94,74,3.22,RU,1675531745
270,pangkalanbuun,-2.6833,111.6167,296.55,96,98,1.05,ID,1675532325
271,ostrovnoy,68.0531,39.5131,264.63,84,99,4.11,RU,1675532217
272,aleksandrov gay,50.147,48.5704,268.48,94,97,1.75,RU,1675532325
273,mount gambier,-37.8333,140.7667,286.66,83,69,1.54,AU,1675532270
274,narrabri,-30.3167,149.7833,288.44,50,0,0.45,AU,1675532326
275,komsomolskiy,40.4272,71.7189,278.55,81,89,3.09,UZ,1675532206
276,mataram,-8.5833,116.1167,297.6,90,100,0.96,ID,1675532326
277,oostkamp,51.1188,3.231,282.65,87,94,3.13,BE,1675532327
278,sitka,57.0531,-135.33,274.09,86,100,1.54,US,1675531760
279,verkhoyansk,67.5447,133.385,233.81,99,100,0.87,RU,1675532327
280,saldanha,-33.0117,17.9442,294.18,95,43,7.33,ZA,1675531764
281,elizabeth city,36.2946,-76.2511,274.16,45,0,2.06,US,1675532328
282,mackay,-21.15,149.2,299.64,85,100,1.97,AU,1675532328
283,la sarre,48.8002,-79.1996,257.1,93,100,6.15,CA,1675532329
284,ziguinchor,12.5833,-16.2719,308.26,36,0,2.06,SN,1675532329
285,toba,34.4833,136.85,280.15,65,10,9.32,JP,1675532329
286,vardo,70.3705,31.1107,263.14,85,100,5.14,NO,1675532201
287,bethanien,-26.502,17.1583,303.48,18,74,8.16,NA,1675532330
288,poum,-20.2333,164.0167,300.48,80,89,3.74,NC,1675532330
289,tilichiki,60.4667,166.1,245.67,97,48,3.94,RU,1675532296
290,port hedland,-20.3167,118.5667,300.18,74,20,4.12,AU,1675532331
291,tabou,4.423,-7.3528,301.18,78,29,4.85,CI,1675532332
292,namtsy,62.7161,129.6658,240.35,100,100,0.94,RU,1675532332
293,santa maria,-29.6842,-53.8069,298.76,53,75,4.12,BR,1675532332
294,antofagasta,-23.65,-70.4,297.75,65,25,3.62,CL,1675532333
295,upernavik,72.7868,-56.1549,251.79,96,100,4.23,GL,1675532114
296,korla,41.7597,86.1469,269.83,70,70,1.81,CN,1675532191
297,nexo,55.0607,15.1306,271.2,58,12,6.17,DK,1675532333
298,cururupu,-1.8283,-44.8683,299.96,89,74,3.22,BR,1675532334
299,turayf,31.6725,38.6637,282.29,61,40,4.12,SA,1675532334
300,wanning,18.8003,110.3967,295.13,94,100,3.6,CN,1675532335
301,hasaki,35.7333,140.8333,276.05,59,0,8.11,JP,1675531736
302,north bend,43.4065,-124.2243,284.86,90,0,2.57,US,1675532327
303,northam,51.0333,-4.2167,282.81,90,100,3.28,GB,1675532335
304,aswan,24.0934,32.907,291.76,34,0,4.12,EG,1675532244
305,lhokseumawe,5.1801,97.1507,297.65,87,68,1.2,ID,1675532336
306,ahuimanu,21.4447,-157.8378,295.85,94,100,1.34,US,1675532183
307,teguldet,57.3064,88.1667,251.34,100,99,0.46,RU,1675532336
308,qaqortoq,60.7167,-46.0333,271.57,68,100,9.12,GL,1675532337
309,omsukchan,62.5333,155.8,243.48,97,100,1.87,RU,1675532337
310,evinayong,1.4368,10.5512,294.94,95,60,2.28,GQ,1675532338
311,raudeberg,61.9875,5.1352,276.96,74,100,12.86,NO,1675532338
312,necochea,-38.5473,-58.7368,296.71,41,0,4.7,AR,1675532338
313,pyay,18.8167,95.2167,295.5,41,17,1.35,MM,1675532339
314,kaitangata,-46.2817,169.8464,292.74,78,84,2.38,NZ,1675532178
315,tonj,7.2737,28.6822,301.84,17,60,1.92,SS,1675532339
316,rabo de peixe,37.8,-25.5833,289.88,77,40,5.14,PT,1675532339
317,tsumeb,-19.2333,17.7167,296.42,67,93,2.83,NA,1675532340
318,krasnyy chikoy,50.3643,108.7512,254.4,100,99,1.0,RU,1675532340
319,riyadh,24.6877,46.7219,289.23,42,0,5.58,SA,1675532218
320,kalmunai,7.4167,81.8167,297.64,90,64,3.66,LK,1675532280
321,kruisfontein,-34.0033,24.7314,295.19,75,67,2.92,ZA,1675532199
322,prince rupert,54.3161,-130.3201,280.98,85,100,12.86,CA,1675532341
323,pacifica,37.6138,-122.4869,286.21,93,100,4.12,US,1675532342
324,shellbrook,53.2168,-106.4011,263.72,93,100,1.42,CA,1675532342
325,yilan,24.757,121.753,292.24,99,100,1.31,TW,1675532342
326,auki,-8.7676,160.7034,299.28,86,98,2.01,SB,1675532335
327,chegdomyn,51.1167,133.0167,242.34,100,73,0.43,RU,1675532343
328,portland,45.5234,-122.6762,282.47,90,100,4.12,US,1675532320
329,luangwa,-15.6167,30.4167,298.01,81,91,0.33,ZM,1675532077
330,san policarpo,12.1791,125.5072,299.04,85,78,6.76,PH,1675532344
331,gold coast,-28.0,153.4333,298.25,94,99,2.57,AU,1675532344
332,ancud,-41.8697,-73.8203,294.43,64,23,2.83,CL,1675532220
333,klaksvik,62.2266,-6.589,277.66,67,58,13.22,FO,1675532111
334,taoudenni,22.6783,-3.9836,292.08,25,100,6.14,ML,1675532192
335,concordia,-31.393,-58.0209,301.19,36,75,6.17,AR,1675532345
336,tazovskiy,67.4667,78.7,257.35,97,98,2.53,RU,1675532266
337,prince george,53.9166,-122.753,275.84,88,75,5.14,CA,1675532345
338,asau,46.4333,26.4,271.66,95,100,4.95,RO,1675532215
339,pitmedden,57.3369,-2.1802,280.13,78,75,7.2,GB,1675532346
340,mogadishu,2.0371,45.3438,297.99,76,28,9.8,SO,1675532200
341,olawa,50.9466,17.2926,274.23,77,85,5.9,PL,1675532347
342,pital,2.2665,-75.8044,302.66,37,28,1.56,CO,1675532347
343,balsta,59.5671,17.5278,266.97,75,9,2.18,SE,1675532348
344,kudahuvadhoo,2.6708,72.8944,299.74,68,17,4.43,MV,1675532348
345,avera,33.194,-82.5271,280.88,33,0,3.42,US,1675532349
346,axim,4.8699,-2.2405,300.13,79,64,4.65,GH,1675532349
347,maniitsoq,65.4167,-52.9,255.77,82,46,5.65,GL,1675532350
348,charters towers,-20.1,146.2667,297.23,91,100,3.37,AU,1675532350
349,ust-barguzin,53.45,108.9833,254.03,98,85,0.77,RU,1675532351
350,barwani,22.0333,74.9,294.22,25,0,1.44,IN,1675532351
351,port elizabeth,-33.918,25.5701,296.66,92,20,7.72,ZA,1675532282
352,waipawa,-41.4122,175.5153,291.16,88,39,3.24,NZ,1675532279
353,flin flon,54.7682,-101.865,255.06,78,100,0.0,CA,1675532352
354,narsaq,60.9167,-46.05,271.27,63,100,4.54,GL,1675532181
355,puerto narino,-3.7703,-70.3831,295.68,99,100,1.43,CO,1675532226
356,iqaluit,63.7506,-68.5145,238.0,66,20,7.2,CA,1675531772
357,alofi,-19.0595,-169.9187,298.09,88,100,1.54,NU,1675532287
358,progreso,21.2833,-89.6667,296.21,75,46,7.73,MX,1675532353
359,waingapu,-9.6567,120.2641,297.65,88,100,2.52,ID,1675532353
360,phuthaditjhaba,-28.5242,28.8158,289.0,89,85,2.36,ZA,1675532353
